Timestamp,state,current,volt,temp
2024-05-29 00:00:00,0.8,0.0,4.042078696473576,298.15
2024-05-29 00:01:00,0.8,0.0,4.042078696473576,298.15
2024-05-29 00:02:00,0.8,0.0,4.042078696473576,298.15
2024-05-29 00:03:00,0.8,0.0,4.042078696473576,298.15
2024-05-29 00:04:00,0.8,0.0,4.042078696473576,298.15
2024-05-29 00:05:00,0.7999999999997223,10.0,3.8444707735866954,298.15
2024-05-29 00:06:00,0.7650000000002778,10.0,3.6721403840062075,301.3953620704734
2024-05-29 00:07:00,0.7300000000002778,10.0,3.6027414751763005,304.831953166162
2024-05-29 00:08:00,0.6950000000002778,10.0,3.5424528973197633,308.06966940531146
2024-05-29 00:09:00,0.6600000000002778,10.0,3.4855354760139123,310.9913589623781
2024-05-29 00:10:00,0.6250000000002778,10.0,3.4471835752335926,313.61093909210047
2024-05-29 00:11:00,0.5900000000002779,10.0,3.421297227312768,315.96271634248086
2024-05-29 00:12:00,0.5550000000002778,10.0,3.4010398261917714,318.07956807234706
2024-05-29 00:13:00,0.5200000000002778,10.0,3.382957401250777,319.9906034636266
2024-05-29 00:14:00,0.48500000000027776,10.0,3.3653987253736033,321.7213358342508
2024-05-29 00:15:00,0.4500000000002778,10.0,3.3473149566917515,323.2940242409328
2024-05-29 00:16:00,0.45,0.0,3.4930336785038163,323.2940242409328
2024-05-29 00:17:00,0.45,0.0,3.617888324444357,321.51827643692945
2024-05-29 00:18:00,0.45,0.0,3.648435909982042,319.8679373696802
2024-05-29 00:19:00,0.45,0.0,3.6624351062394602,318.33415028642804
2024-05-29 00:20:00,0.45,0.0,3.6716309552326716,316.90868393034555
2024-05-29 00:21:00,0.45,0.0,3.678709913734368,315.58388835142904
2024-05-29 00:22:00,0.45,0.0,3.6844458690305215,314.3526537922933
2024-05-29 00:23:00,0.45,0.0,3.689186627797295,313.2083724451299
2024-05-29 00:24:00,0.45,0.0,3.693140169751521,312.1449040636167
2024-05-29 00:25:00,0.45,0.0,3.6964576698979736,311.1565410350312
2024-05-29 00:26:00,0.45,0.0,3.699249411808718,310.23797900099987
2024-05-29 00:27:00,0.45,0.0,3.7016020270097245,309.38455161321724
2024-05-29 00:28:00,0.45,0.0,3.703591557838591,308.59090584605485
2024-05-29 00:29:00,0.45,0.0,3.7052705493453257,307.85327718666343
2024-05-29 00:30:00,0.45,0.0,3.7066863619556103,307.1677948748617
2024-05-29 00:31:00,0.45,0.0,3.707878704081513,306.5308933213053
2024-05-29 00:32:00,0.45,0.0,3.7088837356349593,305.939036793735
2024-05-29 00:33:00,0.45,0.0,3.709731406313353,305.3889839480273
2024-05-29 00:34:00,0.45,0.0,3.7104458172819665,304.8777878783607
2024-05-29 00:35:00,0.45,0.0,3.71104784210017,304.4026944175386
2024-05-29 00:36:00,0.45,0.0,3.7115552936617378,303.9611362627007
2024-05-29 00:37:00,0.45,0.0,3.71198209597722,303.5511923598282
2024-05-29 00:38:00,0.45,0.0,3.7123433863684925,303.16955469386613
2024-05-29 00:39:00,0.45,0.0,3.712647999201605,302.81471521476647
2024-05-29 00:40:00,0.45,0.0,3.712903960093323,302.4849665091483
2024-05-29 00:41:00,0.45,0.0,3.7131185263159296,302.17864397699145
2024-05-29 00:42:00,0.45,0.0,3.713298386441901,301.8940795064459
2024-05-29 00:43:00,0.45,0.0,3.7134491750669882,301.62970003148024
2024-05-29 00:44:00,0.45,0.0,3.7135751273699245,301.38411150537604
2024-05-29 00:45:00,0.45,0.0,3.7136815292832637,301.1558088138831
2024-05-29 00:46:00,0.45,0.0,3.713771342708059,300.94359755926
2024-05-29 00:47:00,0.45,0.0,3.713771342708059,300.94359755926
2024-05-29 00:48:00,0.45,0.0,3.7138469661131404,300.7447847545917
2024-05-29 00:49:00,0.45,0.0,3.7139116135358305,300.5589029951233
2024-05-29 00:50:00,0.45,0.0,3.7139664617410584,300.38577576155325
2024-05-29 00:51:00,0.45,0.0,3.714012504673204,300.22496435175725
2024-05-29 00:52:00,0.45,0.0,3.7140514928903317,300.0753680616579
2024-05-29 00:53:00,0.45,0.0,3.7140838472855022,299.936663447295
2024-05-29 00:54:00,0.45,0.0,3.7141108415385404,299.8079612325435
2024-05-29 00:55:00,0.45,0.0,3.7141335891881186,299.68832463210686
2024-05-29 00:56:00,0.45,0.0,3.7141523518535715,299.57749074578834
2024-05-29 00:57:00,0.45,0.0,3.7141679457335885,299.47469577685126
2024-05-29 00:58:00,0.45,0.0,3.7141801618439976,299.3814835653123
2024-05-29 00:59:00,0.45,0.0,3.714190766907982,299.2937901672339
2024-05-29 01:00:00,0.45,0.0,3.71419980136765,299.21193790068304
2024-05-29 01:01:00,0.45,0.0,3.7142074716087135,299.1356493174865
2024-05-29 01:02:00,0.45,0.0,3.7142139875923683,299.0645858182318
2024-05-29 01:03:00,0.45,0.0,3.71421954159338,298.9984061951136
2024-05-29 01:04:00,0.45,0.0,3.7142240591965967,298.9372094621471
2024-05-29 01:05:00,0.45,0.0,3.714227952051309,298.88010118535107
2024-05-29 01:06:00,0.45,0.0,3.7142310546570876,298.8274408052796
2024-05-29 01:07:00,0.45,0.0,3.7142334104879335,298.7802183972194
2024-05-29 01:08:00,0.45,0.0,3.714235449892679,298.73586530814276
2024-05-29 01:09:00,0.45,0.0,3.714237230831321,298.6940968390071
2024-05-29 01:10:00,0.45,0.0,3.714238743705753,298.65516436991777
2024-05-29 01:11:00,0.45,0.0,3.7142400268708595,298.6188372657099
2024-05-29 01:12:00,0.45,0.0,3.714241111614437,298.5850427096682
