Timestamp,state,current,volt,temp
2024-05-29 05:28:00,0.8083333373069763,0.0,4.035675042220284,304.48479444269145
2024-05-29 05:29:00,0.8083333373069763,0.0,4.035675004297046,304.0296131600458
2024-05-29 05:30:00,0.8083333373069763,0.0,4.035674974396439,303.607228781251
2024-05-29 05:31:00,0.8083333373069763,0.0,4.035674952513518,303.21520734145133
2024-05-29 05:32:00,0.8083333373069763,0.0,4.035674933706769,302.8513457379212
2024-05-29 05:33:00,0.8083333373069763,0.0,4.035674917057173,302.51362196758754
2024-05-29 05:34:00,0.8083333373069763,0.0,4.035674902563409,302.20050938978744
2024-05-29 05:35:00,0.8083333373069763,0.0,4.035674890225734,301.90937752819434
2024-05-29 05:36:00,0.8083333373069763,0.0,4.0356748800392905,301.6390329155612
2024-05-29 05:37:00,0.8083333373069763,0.0,4.035674870894753,301.3881363743195
2024-05-29 05:38:00,0.8083333373069763,0.0,4.035674863349291,301.155374243277
2024-05-29 05:39:00,0.8083333373069763,0.0,4.035674857402923,300.93943168923585
2024-05-29 05:40:00,0.8083333373069763,0.0,4.035674853143795,300.73907042349583
2024-05-29 05:41:00,0.8083333373069763,0.0,4.035674849502317,300.55318676833554
2024-05-29 05:42:00,0.8083333373069763,0.0,4.03567484626447,300.38057572038383
2024-05-29 05:43:00,0.8083333373069763,0.0,4.035674843421735,300.2216517106399
2024-05-29 05:44:00,0.8083333373069763,0.0,4.035674840940504,300.0730888430743
2024-05-29 05:45:00,0.8083333373069763,0.0,4.03567483884217,299.9347315325363
2024-05-29 05:46:00,0.8083333373069763,0.0,4.035674837126715,299.80625712076153
2024-05-29 05:47:00,0.8083333373069763,0.0,4.035674835688449,299.68672538788644
2024-05-29 05:48:00,0.8083333373069763,0.0,4.035674834512826,299.57590604262185
2024-05-29 05:49:00,0.8083333373069763,0.0,4.035674833778987,299.47311587322633
2024-05-29 05:50:00,0.8083333373069763,0.0,4.03567483317193,299.37753788854343
2024-05-29 05:51:00,0.8083333373069763,0.0,4.035674832564867,299.2892118278101
2024-05-29 05:52:00,0.8083333373069763,0.0,4.035674832009355,299.2088766602001
2024-05-29 05:53:00,0.8083333373069763,0.0,4.035674831631921,299.1333339459203
2024-05-29 05:54:00,0.8083333373069763,0.0,4.035674831254482,299.06284121660207
2024-05-29 05:55:00,0.8083333373069763,0.0,4.035674830877052,298.9972097388859
2024-05-29 05:56:00,0.8083333373069763,0.0,4.035674830537293,298.9360062413128
2024-05-29 05:57:00,0.8083333373069763,0.0,4.035674830240402,298.8792065855746
2024-05-29 05:58:00,0.8083333373069763,0.0,4.035674830043099,298.82643281109
2024-05-29 05:59:00,0.8083333373069763,0.0,4.035674829879883,298.777396994832
2024-05-29 06:00:00,0.8083333373069763,0.0,4.035674829716676,298.73223294465964
2024-05-29 06:01:00,0.8083333373069763,0.0,4.035674829571069,298.69162764799916
2024-05-29 06:02:00,0.8083333373069763,0.0,4.0356748294863305,298.6534989089712
2024-05-29 06:03:00,0.8083333373069763,0.0,4.035674829401589,298.6175749543354
2024-05-29 06:04:00,0.8083333373069763,0.0,4.035674829316856,298.58409470987476
2024-05-29 06:05:00,0.8083333373069763,0.0,4.035674829232111,298.5528568031958
2024-05-29 06:06:00,0.8083333373069763,0.0,4.035674829147368,298.52378455333945
2024-05-29 06:07:00,0.8083333373069763,0.0,4.035674829087331,298.4967805562865
2024-05-29 06:08:00,0.8083333373069763,0.0,4.035674829037672,298.47159355218554
2024-05-29 06:09:00,0.8083333373069763,0.0,4.035674828987999,298.4483600731183
2024-05-29 06:10:00,0.8083333373069763,0.0,4.035674828943699,298.42764545079
2024-05-29 06:11:00,0.8083333373069763,0.0,4.035674828917916,298.4082365515603
2024-05-29 06:12:00,0.8083333373069763,0.0,4.035674828892132,298.3898458082442
2024-05-29 06:13:00,0.8083333373069763,0.0,4.035674828866345,298.3727160121492
2024-05-29 06:14:00,0.8083333373069763,0.0,4.035674828840561,298.35673087034377
2024-05-29 06:15:00,0.8083333373069763,0.0,4.035674828814775,298.3417084144662
2024-05-29 06:16:00,0.8083333373069763,0.0,4.035674828796505,298.32769853036103
2024-05-29 06:17:00,0.8083333373069763,0.0,4.035674828781393,298.3147354498392
2024-05-29 06:18:00,0.8083333373069763,0.0,4.035674828766278,298.3028191729006
2024-05-29 06:19:00,0.8083333373069763,0.0,4.035674828752799,298.2922703905023
2024-05-29 06:20:00,0.8083333373069763,0.0,4.035674828744951,298.28241444637246
2024-05-29 06:21:00,0.8083333373069763,0.0,4.0356748287371085,298.27304164628316
2024-05-29 06:22:00,0.8083333373069763,0.0,4.0356748287292605,298.2642676163435
2024-05-29 06:23:00,0.8083333373069763,0.0,4.035674828721411,298.256080350076
2024-05-29 06:24:00,0.8083333373069763,0.0,4.035674828713566,298.2484568102955
2024-05-29 06:25:00,0.8083333373069763,0.0,4.03567482870801,298.2413142142852
2024-05-29 06:26:00,0.8083333373069763,0.0,4.035674828703407,298.2346820959123
2024-05-29 06:27:00,0.8083333373069763,0.0,4.0356748286988084,298.2285662938654
2024-05-29 06:28:00,0.8083333373069763,0.0,4.03567482869471,298.22313980604514
2024-05-29 06:29:00,0.8083333373069763,0.0,4.0356748286923265,298.21806824813416
2024-05-29 06:30:00,0.8083333373069763,0.0,4.035674828689934,298.21324558515255
2024-05-29 06:31:00,0.8083333373069763,0.0,4.035674828687545,298.20873581561256
2024-05-29 06:32:00,0.8083333373069763,0.0,4.035674828685164,298.204526473753
2024-05-29 06:33:00,0.8083333373069763,0.0,4.035674828682773,298.2006079053981
2024-05-29 06:34:00,0.8083333373069763,0.0,4.035674828681079,298.1969309938026
2024-05-29 06:35:00,0.8083333373069763,0.0,4.035674828679679,298.19352040875714
2024-05-29 06:36:00,0.8083333373069763,0.0,4.035674828678279,298.1903761502617
2024-05-29 06:37:00,0.8083333373069763,0.0,4.035674828677034,298.18760847920197
2024-05-29 06:38:00,0.8083333373069763,0.0,4.035674828676311,298.1850314908688
2024-05-29 06:39:00,0.8083333373069763,0.0,4.035674828675583,298.182579116627
2024-05-29 06:40:00,0.8083333373069763,0.0,4.035674828674856,298.18025846729665
2024-05-29 06:41:00,0.8083333373069763,0.0,4.035674828674131,298.17809760513893
2024-05-29 06:42:00,0.8083333373069763,0.0,4.035674828673398,298.1760786822074
2024-05-29 06:43:00,0.8083333373069763,0.0,4.035674828672891,298.174201698502
2024-05-29 06:44:00,0.8083333373069763,0.0,4.035674828672463,298.1724547602345
2024-05-29 06:45:00,0.8083333373069763,0.0,4.035674828672033,298.1708362306351
2024-05-29 06:46:00,0.8083333373069763,0.0,4.035674828671655,298.16952428626644
2024-05-29 06:47:00,0.8083333373069763,0.0,4.035674828671435,298.16831827145063
2024-05-29 06:48:00,0.8083333373069763,0.0,4.0356748286712145,298.16711225663477
2024-05-29 06:49:00,0.8083333373069763,0.0,4.035674828670994,298.16596140118077
2024-05-29 06:50:00,0.8083333373069763,0.0,4.035674828670772,298.16500110619893
2024-05-29 06:51:00,0.8083333373069763,0.0,4.035674828670554,298.1640408112171
2024-05-29 06:52:00,0.8083333373069763,0.0,4.035674828670394,298.1630805162353
2024-05-29 06:53:00,0.8083333373069763,0.0,4.035674828670262,298.16216508492437
2024-05-29 06:54:00,0.8083333373069763,0.0,4.0356748286701345,298.16130069122124
2024-05-29 06:55:00,0.8083333373069763,0.0,4.035674828670019,298.16058914802187
2024-05-29 06:56:00,0.8083333373069763,0.0,4.035674828669955,298.15993505653665
2024-05-29 06:57:00,0.8083333373069763,0.0,4.035674828669886,298.1592809650515
2024-05-29 06:58:00,0.8083333373069763,0.0,4.0356748286698165,298.1586680321161
2024-05-29 06:59:00,0.8083333373069763,0.0,4.035674828669749,298.15819729068613
2024-05-29 07:00:00,0.8083333373069763,0.0,4.035674828669685,298.1577265492562
2024-05-29 07:01:00,0.8083333373069763,0.0,4.035674828669637,298.1572558078262
2024-05-29 07:02:00,0.8083333373069763,0.0,4.035674828669603,298.15678506639625
2024-05-29 07:03:00,0.8083333373069763,0.0,4.035674828669557,298.1563143249663
2024-05-29 07:04:00,0.8083333373069763,0.0,4.035674828669527,298.1559167461898
2024-05-29 07:05:00,0.8083333373069763,0.0,4.035674828669504,298.1555512688828
2024-05-29 07:06:00,0.8083333373069763,0.0,4.035674828669486,298.1551857915757
2024-05-29 07:07:00,0.8083333373069763,0.0,4.035674828669463,298.15484331184064
2024-05-29 07:08:00,0.8083333373069763,0.0,4.03567482866944,298.15458028241125
2024-05-29 07:09:00,0.8083333373069763,0.0,4.035674828669422,298.15431725298174
2024-05-29 07:10:00,0.8083333373069763,0.0,4.03567482866941,298.15405422355235
2024-05-29 07:11:00,0.8083333373069763,0.0,4.0356748286693955,298.15379119412296
2024-05-29 07:12:00,0.8083333373069763,0.0,4.035674828669383,298.1535281646935
2024-05-29 07:13:00,0.8083333373069763,0.0,4.035674828669378,298.15330601530945
2024-05-29 07:14:00,0.8083333373069763,0.0,4.035674828669369,298.15310180280255
2024-05-29 07:15:00,0.8083333373069763,0.0,4.03567482866936,298.1528975902956
2024-05-29 07:16:00,0.8083333373069763,0.0,4.0356748286693565,298.1527062278117
2024-05-29 07:17:00,0.8083333373069763,0.0,4.035674828669351,298.15255925863426
2024-05-29 07:18:00,0.8083333373069763,0.0,4.035674828669342,298.1524122894569
2024-05-29 07:19:00,0.8083333373069763,0.0,4.035674828669339,298.1522653202794
2024-05-29 07:20:00,0.8083333373069763,0.0,4.035674828669333,298.15211835110205
2024-05-29 07:21:00,0.8083333373069763,0.0,4.035674828669335,298.1519713819246
2024-05-29 07:22:00,0.8083333373069763,0.0,4.035674828669326,298.15184725470317
2024-05-29 07:23:00,0.8083333373069763,0.0,4.0356748286693245,298.15173314981297
2024-05-29 07:24:00,0.8083333373069763,0.0,4.035674828669323,298.15161904492277
2024-05-29 07:25:00,0.8083333373069763,0.0,4.035674828669323,298.15151212005543
2024-05-29 07:26:00,0.8083333373069763,0.0,4.035674828669317,298.1514300001985
2024-05-29 07:27:00,0.8083333373069763,0.0,4.035674828669323,298.1513478803416
2024-05-29 07:28:00,0.8083333373069763,0.0,4.035674828669316,298.15126576048465
2024-05-29 07:29:00,0.8083333373069763,0.0,4.035674828669316,298.1511836406277
2024-05-29 07:30:00,0.8083333373069763,0.0,4.035674828669314,298.1511015207708
2024-05-29 07:31:00,0.8083333373069763,0.0,4.035674828669316,298.1510321639856
2024-05-29 07:32:00,0.8083333373069763,0.0,4.035674828669312,298.1509684072345
2024-05-29 07:33:00,0.8083333373069763,0.0,4.035674828669312,298.1509046504834
2024-05-29 07:34:00,0.8083333373069763,0.0,4.035674828669316,298.15084490561065
2024-05-29 07:35:00,0.8083333373069763,0.0,4.035674828669316,298.15079902067737
2024-05-29 07:36:00,0.8083333373069763,0.0,4.035674828669312,298.1507531357441
2024-05-29 07:37:00,0.8083333373069763,0.0,4.035674828669316,298.1507072508108
2024-05-29 07:38:00,0.8083333373069763,0.0,4.035674828669314,298.1506613658775
2024-05-29 07:39:00,0.8083333373069763,0.0,3.8384665066627552,298.1506154809442
2024-05-29 07:40:00,0.8083333373069763,0.0,3.667277659908227,298.1505767274492
2024-05-29 07:41:00,0.8083333373069763,0.0,3.595754477473461,298.1505411030049
2024-05-29 07:42:00,0.8083333373069763,0.0,3.532440348666837,298.15050547856066
2024-05-29 07:43:00,0.8083333373069763,0.0,3.4777628621399312,298.1504720957759
2024-05-29 07:44:00,0.8083333373069763,0.0,3.4418172787596197,298.15044645731064
2024-05-29 07:45:00,0.8083333373069763,0.0,3.417074986984252,298.1504208188453
2024-05-29 07:46:00,0.8083333373069763,0.0,3.3972812955200835,298.15039518038003
2024-05-29 07:47:00,0.8083333373069763,0.0,3.3793361219525497,298.1503695419147
2024-05-29 07:48:00,0.8083333373069763,0.0,3.361725799774685,298.1503439034494
2024-05-29 07:49:00,0.8083333373069763,0.0,3.3433965208936587,298.1503222497155
2024-05-29 07:50:00,0.8083333373069763,0.0,3.489350582960003,298.1503023443563
2024-05-29 07:51:00,0.8083333373069763,0.0,3.614594982861328,298.15028243899707
2024-05-29 07:52:00,0.8083333373069763,0.0,3.6448219995047557,298.15026378617785
2024-05-29 07:53:00,0.8083333373069763,0.0,3.6585302369274117,298.15024946054075
2024-05-29 07:54:00,0.8083333373069763,0.0,3.667485676243347,298.1502351349036
2024-05-29 07:55:00,0.8083333373069763,0.0,3.6743521142216413,298.15022080926656
2024-05-29 07:56:00,0.8083333373069763,0.0,3.679899115029374,298.1502064836294
2024-05-29 07:57:00,0.8083333373069763,0.0,3.684472404717834,298.1501921579923
2024-05-29 07:58:00,0.8083333373069763,0.0,3.6882796231112858,298.15018005884633
2024-05-29 07:59:00,0.8083333373069763,0.0,3.691469501602888,298.1501689366146
2024-05-29 08:00:00,0.8083333373069763,0.0,3.6941503419874335,298.15015781438285
2024-05-29 08:01:00,0.8083333373069763,0.0,3.6964068276144433,298.15014739201496
2024-05-29 08:02:00,0.8083333373069763,0.0,3.6983129116601505,298.1501393874844
2024-05-29 08:03:00,0.8083333373069763,0.0,3.6999196065899436,298.1501313829538
2024-05-29 08:04:00,0.8083333373069763,0.0,3.701272865131984,298.1501233784233
2024-05-29 08:05:00,0.8083333373069763,0.0,3.7024111409461993,298.15011537389273
2024-05-29 08:06:00,0.8083333373069763,0.0,3.7033694258916054,298.15010736936216
2024-05-29 08:07:00,0.8083333373066984,0.0,3.704176668303409,298.150100608896
2024-05-29 08:08:00,0.7733333373072542,0.0,3.7048561517034146,298.1500943942863
2024-05-29 08:09:00,0.7383333373072543,0.0,3.705428006813351,298.1500881796766
2024-05-29 08:10:00,0.7033333373072542,0.0,3.7059094113039714,298.1500823561197
2024-05-29 08:11:00,0.6683333373072542,0.0,3.706313717848839,298.15007788354313
2024-05-29 08:12:00,0.6333333373072542,0.0,3.7066555196146305,298.1500734109665
2024-05-29 08:13:00,0.5983333373072541,0.0,3.7069433224747876,298.1500689383899
2024-05-29 08:14:00,0.5633333373072542,0.0,3.7071848091175585,298.15006446581333
2024-05-29 08:15:00,0.5283333373072542,0.0,3.7073869441625766,298.1500599932367
2024-05-29 08:16:00,0.49333333730725415,0.0,3.70755613857369,298.1500562157882
2024-05-29 08:17:00,0.4583333373072541,0.0,3.7076977748639792,298.1500527433399
2024-05-29 08:18:00,0.45833333730697623,0.0,3.707815949637701,298.15004927089166
2024-05-29 08:19:00,0.45833333730697623,0.0,3.7079156011700354,298.15004601694636
2024-05-29 08:20:00,0.45833333730697623,0.0,3.7079995731885838,298.150043517869
2024-05-29 08:21:00,0.45833333730697623,0.0,3.708069109385881,298.1500410187916
2024-05-29 08:22:00,0.45833333730697623,0.0,3.708128655753139,298.1500385197142
2024-05-29 08:23:00,0.45833333730697623,0.0,3.7081792347242524,298.1500360206368
2024-05-29 08:24:00,0.45833333730697623,0.0,3.708221866358313,298.1500335215594
2024-05-29 08:25:00,0.45833333730697623,0.0,3.708257912569649,298.15003141088874
2024-05-29 08:26:00,0.45833333730697623,0.0,3.7082878829932495,298.1500294706387
2024-05-29 08:27:00,0.45833333730697623,0.0,3.708313052783528,298.1500275303886
2024-05-29 08:28:00,0.45833333730697623,0.0,3.7083341534983756,298.1500256265724
2024-05-29 08:29:00,0.45833333730697623,0.0,3.708351587974474,298.15002384862527
